id,service,amount
140,Eda,285
140,Eda,132
140,Eda,-208
140,Drive,1075
140,Eda,2074
140,Drive,-135
140,Market,1657
140,Eda,498
140,Market,-1961
140,Drive,-1678
140,Drive,56
140,Taxi,1752
140,Market,278
140,Eda,-992
140,Taxi,-422
140,Market,-579
140,Taxi,223
140,Lavka,1070
140,Eda,2344
140,Lavka,1524
140,Lavka,938
140,Drive,-783
140,Market,3795
140,Market,626
140,Eda,-86
140,Drive,11
141,Taxi,264
141,Lavka,-264
141,Market,58
141,Lavka,-58
141,Eda,1941
141,Market,56
141,Market,-92
141,Eda,488
141,Taxi,2204
141,Drive,911
141,Drive,415
141,Market,-93
141,Market,-2808
141,Taxi,506
141,Drive,-3528
141,Eda,2887
141,Market,-1402
141,Drive,-1485
141,Eda,954
141,Taxi,776
141,Eda,-501
141,Taxi,1143
141,Taxi,1266
141,Market,1026
141,Taxi,-280
141,Taxi,188
141,Drive,-871
141,Drive,76
141,Lavka,1261
141,Eda,-56
141,Market,-899
141,Eda,-95
141,Drive,-779
141,Drive,1672
141,Eda,-991
141,Eda,-2500
141,Drive,-1363
141,Market,194
141,Eda,-221
141,Drive,1672
141,Drive,-26
141,Taxi,-805
141,Market,-841
141,Taxi,433
141,Taxi,1922
141,Drive,-883
141,Taxi,-1357
141,Drive,-115
141,Lavka,717
141,Eda,1792
141,Lavka,1333
141,Eda,-254
141,Lavka,1266
141,Taxi,246
141,Market,1642
141,Lavka,-976
142,Market,433
142,Lavka,-433
142,Market,1944
142,Market,-279
142,Lavka,2284
142,Taxi,-374
142,Drive,1495
142,Drive,951
142,Drive,160
142,Taxi,1430
142,Eda,728
142,Lavka,-1153
142,Eda,982
143,Drive,740
143,Taxi,-89
143,Eda,-651
143,Drive,1834
143,Drive,968
143,Drive,-2802
144,Eda,105
144,Lavka,370
144,Lavka,397
144,Market,143
144,Drive,1053
144,Market,3488
144,Lavka,632
144,Taxi,3993
144,Lavka,112
144,Market,113
144,Drive,-248
144,Lavka,125
144,Market,464
144,Lavka,-1446
144,Eda,-246
144,Taxi,1316
144,Drive,794
144,Market,145
144,Lavka,609
144,Taxi,-33
144,Market,221
144,Drive,-1545
144,Market,-3530
144,Taxi,1184
144,Eda,-211
144,Taxi,-1045
144,Market,397
144,Lavka,-34
144,Market,363
144,Drive,1537
145,Lavka,916
145,Taxi,3667
145,Taxi,-4583
145,Lavka,997
145,Eda,-978
145,Taxi,-19
145,Drive,236
145,Drive,1024
145,Taxi,-635
145,Market,-625
145,Drive,1031
145,Taxi,-123
145,Drive,544
145,Lavka,-373
145,Lavka,588
145,Market,1350
145,Drive,816
145,Lavka,364
145,Eda,114
145,Eda,97
145,Eda,-600
145,Eda,537
145,Market,-1307
145,Eda,-879
145,Market,-1657
145,Taxi,-502
145,Drive,109
145,Taxi,-109
145,Lavka,228
145,Eda,2765
145,Drive,-1229
145,Drive,140
146,Eda,1770
146,Eda,2758
146,Lavka,126
146,Taxi,-2584
146,Eda,-108
146,Lavka,-1343
146,Taxi,1604
146,Drive,181
146,Eda,1611
146,Lavka,-720
146,Lavka,-307
146,Eda,-538
146,Lavka,326
146,Lavka,-39
146,Market,19
146,Taxi,500
146,Drive,-508
146,Drive,-308
146,Lavka,211
146,Drive,414
146,Eda,1723
146,Market,-662
146,Lavka,-1239
146,Taxi,2430
146,Taxi,-2058
146,Eda,298
146,Taxi,110
146,Market,514
146,Eda,607
146,Market,304
146,Market,-152
146,Taxi,9
146,Eda,422
146,Lavka,1913
146,Drive,1031
146,Market,-35
146,Eda,887
146,Drive,-833
146,Lavka,-87
146,Market,-464
146,Drive,-755
146,Market,256
146,Taxi,305
146,Market,1294
146,Market,-2674
146,Market,-1684
146,Market,-1856
146,Eda,-2391
146,Drive,-278
146,Lavka,138
146,Market,-138
146,Taxi,135
146,Lavka,-129
146,Taxi,-6
146,Drive,6263
146,Taxi,2657
147,Taxi,285
147,Taxi,790
147,Eda,402
147,Eda,-1477
147,Eda,1350
147,Drive,75
147,Lavka,1750
147,Lavka,-1907
147,Market,1542
147,Lavka,-1520
147,Drive,-1290
147,Taxi,1385
147,Market,-1087
147,Drive,-298
147,Market,112
147,Eda,923
147,Taxi,-1035
147,Lavka,1301
147,Eda,63
147,Taxi,279
147,Lavka,35
147,Lavka,-834
147,Drive,-844
147,Drive,871
147,Market,2309
147,Market,1136
147,Market,1028
147,Lavka,-822
147,Eda,251
147,Lavka,-112
147,Lavka,-886
147,Lavka,2653
147,Eda,698
147,Market,569
147,Lavka,224
147,Eda,548
147,Lavka,-911
147,Taxi,-285
147,Market,-618
147,Eda,-189
147,Eda,-387
147,Taxi,546
147,Lavka,1091
147,Drive,570
147,Taxi,1126
147,Drive,1905
147,Eda,1275
147,Lavka,789
147,Drive,-290
147,Market,799
147,Eda,1272
147,Taxi,412
147,Eda,2118
147,Market,156
147,Lavka,-469
147,Market,-64
147,Market,1472
147,Market,746
147,Drive,544
147,Lavka,1869
147,Taxi,3766
147,Lavka,367
147,Lavka,980
147,Market,-1063
147,Eda,882
147,Taxi,514
147,Eda,593
147,Taxi,-2227
147,Lavka,465
147,Market,-430
147,Market,384
147,Market,-41
147,Eda,1741
147,Lavka,42
147,Lavka,-173
147,Eda,-1135
148,Taxi,783
148,Lavka,-783
148,Lavka,267
148,Eda,-267
148,Taxi,658
148,Eda,-154
148,Market,-504
149,Lavka,1661
149,Lavka,2117
149,Eda,-1860
149,Taxi,120
149,Eda,213
149,Taxi,937
149,Eda,738
149,Market,-1783
149,Market,386
149,Lavka,40
149,Taxi,-1836
149,Eda,1689
149,Market,-2422
149,Lavka,343
149,Market,81
149,Taxi,-424
149,Eda,3588
149,Lavka,2862
149,Lavka,-545
149,Eda,-80
149,Lavka,-369
149,Drive,1317
149,Lavka,1393
149,Drive,1741
149,Market,67
149,Market,-552
149,Market,-991
149,Lavka,-232
149,Drive,1215
149,Market,526
149,Lavka,-2266
149,Market,360
149,Eda,-741
149,Lavka,-507
149,Taxi,-1699
149,Taxi,72
149,Eda,-5159
149,Lavka,165
149,Taxi,-165
149,Market,1581
149,Drive,2071
149,Eda,-469
149,Drive,905
149,Eda,-626
149,Eda,-439
149,Market,444
149,Eda,596
149,Lavka,-11
149,Taxi,48
149,Drive,1119
149,Eda,-2116
149,Market,2057
149,Eda,-600
149,Lavka,-915
149,Eda,-239
149,Eda,-1987
149,Eda,-578
149,Eda,308
149,Eda,-1149
149,Taxi,715
149,Drive,-715
149,Lavka,1210
149,Taxi,966
149,Lavka,286
149,Eda,-701
149,Eda,-160
149,Market,1186
149,Market,-374
149,Eda,118
149,Lavka,-56
149,Lavka,378
149,Taxi,75
149,Lavka,2092
150,Taxi,415
150,Taxi,1358
150,Eda,-1521
150,Market,1232
150,Drive,-1484
150,Drive,1011
150,Market,7
150,Eda,-1018
150,Eda,364
150,Taxi,-364
150,Eda,1188
150,Drive,18
150,Market,-266
150,Drive,-940
150,Taxi,1869
150,Lavka,-1869
150,Market,2625
150,Market,-925
150,Lavka,-1123
150,Drive,1103
150,Eda,1287
150,Lavka,68
150,Taxi,2838
150,Drive,1568
150,Lavka,1443
150,Taxi,-593
151,Market,1757
151,Lavka,-583
151,Market,1721
151,Eda,181
151,Drive,-37
151,Eda,-1097
151,Market,-835
151,Market,-262
151,Lavka,-611
151,Drive,-234
151,Lavka,60
151,Eda,702
151,Eda,2537
151,Lavka,-880
151,Market,-625
151,Lavka,-1794
151,Taxi,1150
151,Lavka,-1127
151,Drive,-23
151,Eda,48
151,Drive,-48
151,Lavka,1957
151,Drive,-619
151,Market,-1338
151,Taxi,2531
151,Drive,-1132
151,Taxi,-235
151,Lavka,-1033
151,Eda,380
151,Taxi,-511
151,Market,3382
151,Eda,-1447
151,Eda,105
151,Eda,-127
151,Taxi,180
151,Eda,-2093
151,Taxi,1594
151,Eda,-630
151,Market,-964
151,Drive,397
151,Taxi,194
151,Drive,3183
152,Taxi,387
152,Taxi,-387
152,Drive,616
152,Drive,-339
152,Lavka,-277
152,Lavka,1493
152,Eda,-91
152,Taxi,5711
152,Eda,-324
152,Lavka,-1393
152,Lavka,-540
152,Taxi,-1206
152,Eda,-1856
152,Taxi,-514
152,Drive,-1081
152,Eda,-199
152,Drive,1186
152,Market,236
152,Taxi,1621
152,Market,1187
152,Market,-215
152,Drive,-886
152,Lavka,-903
152,Market,-1033
152,Taxi,1787
152,Lavka,-635
152,Drive,-215
152,Taxi,-1430
152,Taxi,-700
152,Eda,404
152,Eda,1098
152,Drive,269
152,Drive,-1524
152,Eda,922
152,Eda,-646
152,Lavka,-467
152,Market,1227
152,Eda,3154
152,Eda,1759
152,Lavka,2201
152,Drive,1119
152,Drive,-554
152,Lavka,973
152,Taxi,1608
152,Lavka,1701
152,Eda,51
152,Lavka,1065
152,Lavka,91
152,Market,1056
152,Eda,-999
152,Market,-1362
152,Eda,-1217
152,Taxi,-795
152,Market,342
152,Market,589
152,Market,-4576
152,Drive,-1735
152,Market,-778
152,Market,-225
152,Drive,371
153,Lavka,2226
153,Taxi,574
153,Eda,1094
153,Eda,958
153,Taxi,-541
153,Drive,482
153,Lavka,173
153,Lavka,-823
153,Lavka,3556
153,Taxi,215
153,Market,-1639
153,Market,-682
153,Market,2084
153,Taxi,437
153,Lavka,192
153,Market,-2879
153,Drive,-1029
153,Lavka,-794
153,Market,-414
153,Drive,-770
153,Lavka,-386
153,Taxi,-135
153,Market,1555
153,Taxi,541
153,Market,-942
153,Lavka,905
153,Drive,1220
153,Market,-1432
153,Taxi,-232
153,Lavka,-59
153,Drive,1663
153,Market,-393
153,Drive,-1343
153,Market,-573
153,Lavka,-1347
153,Market,134
153,Drive,458
153,Market,-147
153,Market,-963
153,Market,-433
153,Lavka,423
153,Lavka,-934
153,Lavka,7
153,Drive,-7
153,Market,2606
153,Drive,231
153,Drive,70
153,Market,1174
153,Eda,-898
153,Lavka,-461
153,Eda,38
153,Market,278
153,Lavka,94
153,Lavka,-2084
153,Eda,-801
153,Market,2005
153,Lavka,-1986
153,Taxi,1472
153,Eda,-531
153,Market,-1207
153,Drive,97
153,Eda,287
153,Lavka,616
153,Market,1295
153,Lavka,-782
154,Eda,2941
154,Drive,-1342
154,Eda,-157
154,Drive,-391
154,Market,-137
154,Lavka,-914
154,Lavka,809
154,Drive,-356
154,Lavka,497
154,Market,99
154,Market,-1049
154,Drive,1546
154,Lavka,-1546
155,Drive,1914
155,Drive,-1187
155,Eda,-141
155,Eda,-90
155,Lavka,-492
155,Lavka,-4
155,Lavka,1740
155,Drive,240
155,Drive,-1980
155,Lavka,1099
155,Eda,218
155,Eda,-1317
155,Market,1155
155,Drive,2222
155,Market,-1949
155,Lavka,-1428
155,Eda,285
155,Market,1429
155,Taxi,1196
155,Market,1076
155,Drive,962
155,Taxi,46
155,Drive,-660
155,Eda,-343
155,Lavka,-1253
155,Drive,656
155,Eda,-3394
155,Market,382
155,Taxi,-382
155,Taxi,3675
155,Drive,-531
155,Drive,3757
155,Drive,3335
155,Eda,2256
155,Drive,-241
155,Eda,941
155,Lavka,-2001
155,Market,424
155,Eda,-442
155,Lavka,579
155,Taxi,2994
155,Taxi,-2277
155,Eda,-1924
155,Lavka,-813
155,Eda,-257
155,Market,3532
155,Market,362
156,Drive,77
156,Lavka,69
156,Drive,-146
156,Market,1309
156,Drive,-571
156,Drive,735
156,Drive,616
156,Drive,-31
156,Taxi,677
156,Eda,-146
156,Lavka,1830
156,Lavka,-50
156,Market,2800
156,Taxi,-283
156,Market,-1116
156,Market,-174
156,Lavka,-1427
156,Drive,1428
156,Drive,-864
156,Eda,1445
156,Eda,315
156,Taxi,672
156,Drive,-1155
156,Taxi,105
156,Lavka,2652
156,Drive,821
156,Eda,4408
156,Eda,592
156,Eda,-874
156,Market,-1060
156,Eda,-1475
156,Lavka,758
156,Eda,-345
156,Eda,-886
156,Drive,-1794
156,Lavka,634
156,Taxi,278
156,Drive,-488
156,Taxi,816
156,Eda,-392
156,Market,1062
156,Lavka,-1026
156,Drive,-750
156,Taxi,-1539
156,Eda,31
156,Lavka,-2012
156,Lavka,1089
156,Taxi,-434
156,Taxi,357
156,Market,1385
156,Eda,141
156,Drive,-1682
156,Eda,-2444
156,Lavka,2242
156,Lavka,-241
156,Drive,-135
156,Market,543
156,Market,675
156,Market,204
156,Lavka,-503
156,Market,-398
156,Eda,-536
156,Market,119
156,Lavka,1171
156,Market,38
156,Lavka,490
156,Eda,595
156,Drive,-816
156,Eda,112
156,Market,813
156,Lavka,-428
156,Market,637
156,Market,-693
156,Market,60
156,Market,389
156,Market,177
156,Taxi,738
156,Drive,-112
156,Lavka,-12
156,Drive,-1178
156,Eda,441
156,Drive,850
156,Drive,-328
156,Taxi,-136
156,Eda,-646
156,Drive,640
156,Taxi,1382
156,Drive,-162
156,Drive,-3989
156,Lavka,1930
156,Drive,-386
156,Taxi,-157
157,Taxi,1359
157,Eda,1571
157,Taxi,292
157,Eda,-1319
157,Taxi,44
157,Taxi,1862
157,Lavka,620
157,Taxi,1000
157,Lavka,-334
157,Lavka,852
157,Eda,2692
157,Eda,8
157,Lavka,-916
157,Market,-831
157,Lavka,5405
157,Market,-461
157,Drive,2043
157,Lavka,-1232
157,Market,-641
157,Lavka,-292
157,Lavka,2651
157,Taxi,1615
157,Drive,-4
157,Eda,142
157,Lavka,433
157,Eda,-3938
157,Eda,-193
157,Lavka,-1651
157,Taxi,-1935
157,Eda,-260
157,Taxi,750
157,Market,-889
157,Lavka,-83
157,Eda,-367
157,Market,-2366
157,Lavka,-486
157,Drive,2596
157,Lavka,-120
157,Drive,323
157,Market,1598
157,Taxi,-5533
157,Market,426
157,Lavka,1971
157,Market,127
157,Drive,-449
157,Market,-2190
157,Market,-973
157,Market,-842
157,Eda,2299
157,Drive,-1870
157,Market,2630
157,Lavka,1307
157,Drive,-748
157,Drive,1984
157,Market,-205
158,Eda,315
158,Taxi,-315
158,Eda,2415
158,Lavka,-358
158,Market,807
158,Market,420
158,Lavka,830
158,Taxi,-514
158,Taxi,-3600
158,Eda,60
158,Taxi,1127
158,Drive,-74
158,Eda,452
158,Lavka,-370
158,Drive,-1178
158,Lavka,-17
158,Drive,238
158,Lavka,-238
158,Eda,765
158,Drive,-707
159,Market,921
159,Eda,2922
159,Market,-1286
159,Lavka,815
159,Eda,1337
159,Eda,1463
159,Lavka,62
159,Eda,-562
159,Eda,159
159,Lavka,48
159,Drive,816
159,Eda,261
159,Lavka,-289
159,Taxi,502
159,Lavka,-774
159,Lavka,15
159,Eda,446
159,Taxi,354
159,Eda,895
159,Drive,1591
159,Taxi,403
159,Taxi,2748
159,Market,1243
159,Lavka,-694
159,Taxi,2556
159,Taxi,-227
159,Eda,-1033
159,Taxi,148
159,Market,576
159,Eda,-736
159,Market,-611
159,Eda,-894
159,Lavka,-794
159,Market,-2113
159,Taxi,-941
159,Drive,2219
159,Eda,296
159,Lavka,682
159,Lavka,54
159,Drive,420
159,Drive,-492
159,Eda,-404
159,Lavka,1686
159,Taxi,-198
159,Lavka,-383
159,Eda,-851
159,Market,2278
159,Drive,1363
159,Drive,-1558
159,Lavka,-670
159,Market,-1679
159,Taxi,555
159,Lavka,849
159,Drive,-119
159,Eda,-486
159,Eda,1683
159,Market,221
159,Taxi,1571
159,Eda,1022
159,Market,-822
159,Eda,579
159,Eda,176
159,Taxi,3491
159,Lavka,-435
159,Eda,1413
159,Market,-228
159,Eda,-761
159,Drive,-873
159,Eda,-426
159,Eda,236
159,Taxi,334
159,Lavka,-1541
160,Lavka,664
160,Drive,-664
160,Eda,1858
160,Lavka,-95
160,Eda,-1763
160,Market,356
160,Taxi,-356
160,Drive,575
160,Market,-575
160,Lavka,376
160,Drive,-376
160,Eda,1343
160,Market,1095
160,Eda,169
160,Drive,640
160,Drive,-129
160,Lavka,814
160,Taxi,-2149
160,Lavka,414
160,Taxi,-208
160,Eda,-1040
160,Market,-832
160,Market,-117
160,Taxi,797
160,Drive,592
160,Taxi,-156
160,Market,717
160,Lavka,-13
160,Taxi,1057
160,Eda,1602
160,Market,-237
160,Lavka,147
160,Taxi,1456
160,Eda,-2165
160,Market,-3442
160,Lavka,-138
160,Lavka,-217
160,Drive,553
160,Drive,38
160,Market,117
160,Taxi,-708
160,Taxi,844
160,Taxi,5903
160,Market,-159
160,Eda,427
160,Taxi,-104
160,Drive,1111
160,Drive,-890
160,Eda,592
160,Market,-674
160,Eda,-237
160,Eda,-262
160,Market,1070
160,Drive,-1186
160,Eda,-1264
160,Lavka,-5171
160,Drive,57
160,Eda,-57
160,Market,2376
160,Lavka,-894
160,Lavka,513
160,Drive,11
160,Market,1366
160,Market,-538
160,Taxi,-14
160,Taxi,120
160,Lavka,126
160,Eda,1649
160,Drive,-427
160,Eda,1724
160,Eda,2229
160,Market,-221
160,Drive,688
160,Lavka,1024
161,Taxi,639
161,Drive,-639
161,Taxi,121
161,Lavka,320
161,Market,-264
161,Taxi,-177
161,Market,244
161,Eda,-32
161,Eda,-81
161,Market,241
161,Drive,210
161,Eda,-582
161,Taxi,1469
161,Taxi,-689
161,Market,2170
161,Lavka,-384
161,Market,762
161,Market,1670
161,Market,684
161,Market,279
161,Drive,532
161,Market,-1531
161,Eda,-21
161,Taxi,-16
161,Market,-244
161,Drive,1061
161,Lavka,-656
161,Taxi,-118
161,Eda,-1003
161,Drive,292
161,Lavka,896
161,Market,1034
161,Eda,-585
161,Drive,-949
161,Lavka,5926
161,Lavka,-399
161,Market,-200
161,Taxi,574
161,Eda,1724
161,Taxi,620
161,Eda,-543
161,Lavka,296
161,Market,-3251
161,Drive,-1044
161,Lavka,347
161,Market,1262
161,Eda,-1065
161,Market,266
161,Lavka,-44
161,Lavka,874
161,Lavka,-92
161,Eda,-61
161,Drive,5695
161,Taxi,1776
161,Lavka,-1559
161,Lavka,3073
161,Market,-1081
161,Lavka,1753
161,Drive,4103
162,Drive,957
162,Lavka,-556
162,Lavka,449
162,Eda,-850
162,Eda,367
162,Eda,1606
162,Market,1205
162,Lavka,-1072
162,Drive,701
162,Eda,-185
162,Taxi,-2138
162,Lavka,192
162,Eda,-613
162,Lavka,-63
162,Taxi,1177
162,Taxi,-187
162,Taxi,-990
162,Market,2457
162,Drive,-518
162,Eda,-305
162,Taxi,-1226
162,Eda,-408
162,Market,2322
162,Taxi,655
162,Eda,-1990
162,Market,-987
162,Market,3004
162,Lavka,-9
162,Drive,-1206
162,Drive,920
162,Taxi,291
162,Taxi,-2213
162,Market,925
162,Taxi,1638
162,Drive,-397
162,Market,2044
162,Taxi,-2036
162,Market,496
162,Taxi,2239
162,Market,-1650
162,Drive,-405
162,Eda,-316
162,Eda,-1917
162,Drive,-1114
162,Market,-294
162,Market,2005
162,Lavka,739
162,Lavka,438
162,Taxi,2185
162,Market,3522
162,Drive,-1287
162,Drive,-773
162,Lavka,-572
162,Market,-974
162,Taxi,-2263
162,Eda,1760
162,Taxi,-750
162,Eda,-1452
162,Market,-1143
162,Lavka,1287
162,Eda,-107
163,Lavka,1947
163,Drive,1206
164,Taxi,597
164,Drive,236
164,Lavka,-145
164,Eda,290
164,Lavka,-947
164,Eda,2233
164,Lavka,464
165,Drive,158
165,Eda,-158
165,Lavka,422
165,Market,801
165,Drive,106
165,Lavka,-1290
165,Taxi,-39
165,Market,1689
166,Eda,1839
166,Drive,-500
166,Taxi,395
166,Taxi,-496
166,Taxi,-1238
166,Eda,1296
166,Drive,-1296
166,Lavka,113
166,Drive,-113
166,Lavka,1608
166,Eda,-781
166,Market,-827
166,Eda,1331
166,Drive,475
166,Taxi,-1458
166,Market,-348
166,Lavka,795
166,Taxi,-274
166,Eda,-521
166,Taxi,765
166,Taxi,-343
166,Taxi,307
166,Drive,323
166,Taxi,-243
166,Taxi,-86
166,Lavka,-463
166,Taxi,1992
166,Taxi,-628
166,Lavka,-77
166,Eda,-1099
166,Lavka,-448
166,Eda,1771
166,Market,498
166,Eda,-648
166,Market,2047
166,Eda,-893
166,Drive,-559
166,Lavka,431
166,Taxi,-239
166,Eda,674
166,Eda,-46
166,Lavka,-757
166,Lavka,65
167,Eda,3794
167,Taxi,1259
167,Market,-186
167,Taxi,-1989
167,Lavka,176
167,Drive,-509
167,Taxi,-923
167,Drive,-1622
168,Drive,1904
168,Taxi,1042
168,Drive,1079
168,Market,-103
168,Eda,1951
168,Taxi,-84
168,Eda,-2024
168,Lavka,-1148
168,Eda,957
168,Taxi,427
168,Market,653
168,Eda,54
168,Lavka,-311
168,Eda,685
168,Market,-267
168,Lavka,1617
168,Eda,-946
168,Market,-687
168,Drive,800
168,Taxi,537
168,Taxi,-2160
168,Market,610
169,Eda,11
169,Lavka,1653
169,Eda,-1264
169,Market,-73
169,Eda,2910
169,Market,-1587
169,Market,1131
169,Drive,-357
169,Market,1375
169,Drive,-658
169,Lavka,719
169,Market,248
169,Market,-2059
169,Eda,-650
169,Market,1128
169,Market,542
169,Lavka,151
169,Drive,-328
169,Taxi,-566
169,Eda,-1453
169,Lavka,321
169,Eda,-1194
169,Market,559
169,Market,-559
169,Drive,219
169,Eda,676
169,Eda,-388
169,Taxi,2468
169,Eda,637
169,Market,1979
169,Drive,1074
169,Taxi,473
169,Drive,-396
169,Lavka,-630
169,Eda,41
169,Taxi,-225
169,Lavka,8
169,Eda,-2262
169,Eda,-414
169,Drive,-1308
169,Taxi,353
169,Eda,321
169,Drive,513
169,Market,-1039
169,Taxi,-2100
169,Lavka,122
169,Taxi,-122
169,Market,578
169,Market,1169
169,Drive,-1038
169,Market,43
169,Drive,185
169,Drive,187
169,Taxi,-478
170,Market,656
170,Eda,-114
170,Taxi,193
170,Eda,1922
170,Drive,519
170,Drive,-246
170,Lavka,-670
170,Taxi,188
170,Drive,-876
170,Lavka,-471
170,Market,1242
170,Market,-2031
170,Lavka,1159
170,Lavka,-1471
170,Drive,306
170,Eda,1212
170,Eda,340
170,Eda,170
170,Taxi,-42
170,Drive,-373
170,Market,24
170,Lavka,-1637
170,Taxi,615
170,Market,181
170,Market,726
170,Taxi,-451
170,Taxi,407
170,Lavka,-1478
170,Eda,146
170,Drive,703
170,Market,-296
170,Eda,559
170,Lavka,2035
170,Market,-429
170,Taxi,414
170,Eda,-791
170,Taxi,-994
170,Eda,-88
170,Taxi,-92
170,Market,215
170,Taxi,-382
170,Drive,1082
170,Drive,32
170,Lavka,1398
170,Drive,681
170,Market,770
170,Drive,1275
170,Taxi,376
170,Taxi,522
170,Drive,288
170,Lavka,40
170,Drive,-898
170,Lavka,-1613
170,Lavka,-2637
170,Taxi,-963
170,Drive,2163
170,Eda,-2226
170,Drive,2296
170,Market,-715
170,Lavka,922
170,Eda,-788
170,Drive,-915
170,Eda,1278
170,Market,-2017
170,Lavka,-243
170,Eda,712
170,Market,-189
170,Taxi,-214
170,Lavka,-717
170,Market,996
170,Lavka,7527
170,Eda,-985
171,Taxi,1330
171,Taxi,309
171,Market,122
171,Eda,2293
171,Drive,277
171,Lavka,1157
171,Drive,-2128
171,Lavka,545
171,Lavka,2713
171,Taxi,1059
171,Taxi,-181
171,Market,1451
171,Lavka,-537
171,Market,264
171,Eda,1279
171,Drive,-657
171,Market,-1740
171,Drive,306
171,Taxi,27
171,Taxi,-2891
171,Lavka,1544
171,Market,-691
171,Eda,1469
171,Market,1786
171,Taxi,-777
171,Market,-37
171,Drive,-963
171,Eda,-336
171,Market,98
171,Lavka,1371
171,Market,-1558
171,Drive,-3616
171,Lavka,-754
171,Drive,1211
171,Taxi,-403
171,Eda,-1513
171,Lavka,4
171,Eda,-184
171,Lavka,937
171,Lavka,-2586
171,Lavka,309
171,Lavka,20
171,Market,-73
171,Taxi,1150
171,Drive,-1406
171,Eda,9
171,Lavka,-9
171,Drive,147
171,Drive,-147
171,Market,177
171,Lavka,827
171,Taxi,429
171,Market,-733
171,Lavka,238
171,Eda,-938
171,Eda,256
171,Lavka,552
171,Drive,-808
171,Drive,297
171,Taxi,-297
171,Lavka,1576
171,Market,795
171,Market,1139
171,Market,-2170
171,Eda,-773
171,Drive,-567
171,Market,2306
171,Taxi,1358
171,Lavka,891
171,Lavka,-437
171,Lavka,-982
171,Eda,-3050
171,Taxi,1254
171,Drive,114
171,Market,237
171,Lavka,-1492
171,Eda,-199
171,Eda,2045
172,Taxi,363
172,Drive,302
172,Drive,-102
172,Taxi,432
172,Market,-995
172,Drive,768
172,Lavka,288
172,Market,-113
172,Eda,243
172,Drive,747
172,Lavka,260
172,Market,82
172,Lavka,-1377
172,Lavka,45
172,Taxi,2732
172,Eda,4988
172,Market,421
172,Drive,1418
172,Eda,511
172,Market,170
172,Drive,1117
172,Drive,388
172,Taxi,196
172,Market,1531
172,Taxi,1623
172,Lavka,-1381
172,Eda,20
172,Drive,2648
172,Drive,708
172,Eda,620
172,Market,1614
172,Drive,-1268
172,Drive,-589
172,Drive,-670
172,Market,911
172,Taxi,904
172,Lavka,125
172,Lavka,-487
172,Market,1358
172,Eda,950
172,Lavka,-1231
172,Taxi,-371
172,Taxi,438
172,Market,1654
172,Eda,145
172,Market,1135
172,Eda,1933
172,Market,28
172,Lavka,-1807
172,Taxi,-225
172,Taxi,336
172,Eda,69
172,Market,289
172,Lavka,-1506
173,Taxi,63
173,Lavka,-63
173,Lavka,540
173,Taxi,897
173,Taxi,64
173,Drive,-981
173,Lavka,-80
173,Lavka,715
173,Lavka,66
173,Taxi,-1221
173,Eda,429
173,Lavka,-429
173,Drive,783
173,Eda,1090
173,Taxi,37
173,Taxi,-1910
173,Eda,22
173,Lavka,-22
173,Drive,1403
173,Market,-657
173,Lavka,197
173,Drive,2641
173,Eda,-1949
173,Eda,2296
173,Market,-3931
173,Eda,824
173,Eda,242
173,Market,-301
173,Taxi,472
173,Taxi,-1237
173,Lavka,1549
173,Taxi,-242
173,Market,946
173,Market,2756
173,Taxi,-485
173,Taxi,727
173,Drive,1337
173,Market,1631
173,Market,457
173,Eda,-548
174,Eda,272
174,Drive,-243
174,Market,-29
174,Market,577
174,Drive,-577
174,Lavka,339
174,Eda,1260
174,Eda,-151
174,Taxi,-110
174,Market,-1338
174,Drive,189
174,Lavka,-34
174,Eda,1371
174,Eda,-842
174,Lavka,1067
174,Market,-1493
174,Taxi,-258
174,Lavka,901
174,Drive,-901
174,Lavka,89
174,Lavka,-89
174,Eda,2452
174,Lavka,135
174,Drive,3308
174,Taxi,-186
174,Market,1787
174,Drive,-141
174,Lavka,-2410
174,Eda,-1230
174,Market,-706
174,Market,440
174,Lavka,-107
174,Drive,-2
174,Drive,902
174,Market,191
174,Market,-683
174,Eda,-63
174,Taxi,833
174,Taxi,-918
174,Eda,-2577
174,Eda,-201
174,Eda,1023
174,Market,1051
174,Eda,974
174,Drive,-2922
174,Eda,596
174,Drive,-402
174,Eda,1512
174,Market,1661
174,Taxi,-1675
175,Eda,1460
175,Taxi,539
175,Market,59
175,Taxi,1739
175,Market,2560
175,Eda,1370
175,Market,-1972
175,Drive,-1131
175,Market,-357
175,Taxi,2019
175,Lavka,363
175,Drive,-783
175,Drive,414
175,Lavka,302
175,Taxi,-790
175,Eda,-2113
175,Lavka,-227
175,Drive,1496
175,Taxi,2241
176,Taxi,355
176,Drive,-355
176,Market,385
176,Drive,-54
176,Taxi,-307
176,Eda,72
176,Lavka,1039
176,Lavka,26
176,Lavka,205
176,Eda,1700
176,Eda,45
176,Lavka,143
176,Market,7447
176,Drive,642
176,Eda,-2294
176,Eda,2341
176,Drive,-5634
176,Taxi,796
176,Market,-1640
176,Market,298
176,Eda,-2524
176,Market,2510
176,Lavka,-1225
177,Eda,785
177,Drive,1548
177,Market,271
177,Lavka,-2604
177,Market,437
177,Taxi,215
177,Drive,-213
177,Drive,1530
177,Market,374
177,Lavka,394
177,Market,1311
177,Drive,108
177,Taxi,-251
177,Eda,496
177,Market,4008
